ID_Pedido,Fecha_Pedido,Ciudad_Destino,Zona_Entrega,Tipo_Flor,Variedad_Flor,Calidad_Producto,Cantidad_Tallos,Precio_Unitario_USD,Canal_Venta,Cliente_Corporativo,Metodo_Pago,Estado_Pedido,Costo_Envio_USD,Tipo_Empaque,Peso_Kg,Temperatura_Contenedor_C,Humedad_Relativa_Pct,Dias_En_Florero_Garantizados,Codigo_Arancelario,Inspeccion_Fitosanitaria,Sello_Sostenibilidad,Id_Cultivo_Origen,Calificacion_Cliente,Comentario_Cliente_PQRS,Dias_Atraso_Entrega,Diferencia_Tallos_Facturados_vs_Recibidos,Alerta_Ruptura_Cadena_Frio,Requiere_Soporte_Legal_Aduana,Total_Venta_USD,Categoria_PQRS_Validada
FAC-103518,2025-12-09,Cali,Yumbo,Hortensia,Hortensia Exportación,Estándar,1044,0.88,Exportación Europa,Cliente_3,PayPal,Cancelado,75.61,Caja Master,73.25,4.1,90,15,0603.11.00,Aprobado,Florverde,FINCA-2,2,Requiero catálogo de nuevas variedades de hortensias,0,0,NO,NO,994.33,Petición
FAC-103519,2026-04-09,Pereira,Dosquebradas,Clavel,Clavel Exportación,Estándar,1104,1.63,Exportación EE.UU.,Cliente_47,Carta de Crédito,En Tránsito,197.87,Caja Master,77.78,8.2,89,21,0603.11.00,Rechazado,Florverde,FINCA-5,1,La rosa llegó marchita y sin cadena de frío,0,0,SI,SI,1997.39,Reclamo
FAC-103520,2025-09-29,Medellín,Valle de Aburrá,Crisantemo,Crisantemo Exportación,Premium,5868,2.03,Exportación EE.UU.,Cliente_23,Carta de Crédito,En Tránsito,188.68,Caja Master,70.39,3.4,87,8,0603.11.00,Aprobado,Florverde,FINCA-1,1,El asesor comercial fue grosero al teléfono,5,0,NO,NO,12100.72,Queja
FAC-103521,2025-04-26,Bogotá,Sabana Occidente,Clavel,Clavel Exportación,Estándar,5172,1.57,Exportación EE.UU.,Cliente_29,Tarjeta de Crédito,Retenido en Aduana,216.67,Procon (Balde),20.91,3.5,98,18,0603.12.00,Rechazado,Rainforest Alliance,FINCA-4,5,La rosa llegó marchita y sin cadena de frío,0,0,NO,SI,8336.71,Reclamo
FAC-103522,2025-11-23,Pereira,Dosquebradas,Girasol,Girasol Exportación,Segunda,5268,2.4,Exportación Europa,Cliente_46,PayPal,Entregado,127.96,Caja Master,27.18,8.7,79,15,0603.12.00,Rechazado,Florverde,FINCA-2,2,Pongan un centro de acopio más cercano a Rionegro,0,0,SI,SI,12771.16,Reclamo
FAC-103523,2025-04-30,Bogotá,Zona Norte,Clavel,Clavel Exportación,Estándar,1848,0.96,E-commerce,Cliente_40,PayPal,Cancelado,208.19,Procon (Balde),72.65,4.2,82,10,0603.12.00,Rechazado,Rainforest Alliance,FINCA-5,1,Cobro injustificado de tarifa logística en la factura,0,24,SI,SI,1982.27,Reclamo
FAC-103524,2025-01-27,Bogotá,Sabana Occidente,Astromelia,Astromelia Exportación,Estándar,5916,2.28,Mercado Local,Cliente_35,Tarjeta de Crédito,Retenido en Aduana,150.48,Procon (Balde),34.63,3.0,76,9,0603.12.00,Rechazado,Rainforest Alliance,FINCA-1,1,Requiero catálogo de nuevas variedades de hortensias,4,0,SI,SI,13638.96,Reclamo
FAC-103525,2025-02-21,Pereira,Zona Cafetera,Crisantemo,Crisantemo Exportación,Estándar,960,0.68,Exportación Europa,Cliente_25,PayPal,En Tránsito,165.19,Procon (Balde),23.83,2.8,86,21,0603.11.00,Aprobado,Rainforest Alliance,FINCA-5,1,Pongan un centro de acopio más cercano a Rionegro,0,0,NO,NO,817.99,Sugerencia
FAC-103526,2025-07-31,Medellín,Valle de Aburrá,Rosa,Rosa Exportación,Segunda,4260,1.7,Exportación EE.UU.,Cliente_25,PayPal,Cancelado,70.98,Procon (Balde),64.96,7.1,76,14,0603.11.00,Rechazado,Florverde,FINCA-2,1,El asesor comercial fue grosero al teléfono,0,0,SI,SI,7312.98,Reclamo
FAC-103527,2025-06-19,Cali,Palmira,Orquídea,Orquídea Exportación,Estándar,2448,0.21,Distribuidor Mayorista,Cliente_9,Efectivo,Entregado,117.84,Ramo Individual,69.13,7.8,81,9,0603.11.00,Aprobado,Rainforest Alliance,FINCA-2,5,Cobro injustificado de tarifa logística en la factura,0,0,SI,NO,631.92,Reclamo
FAC-103528,2026-01-03,Medellín,Rionegro,Clavel,Clavel Exportación,Segunda,4308,1.22,Exportación EE.UU.,Cliente_48,Efectivo,Retenido en Aduana,317.54,Procon (Balde),69.09,5.7,76,19,0603.11.00,Rechazado,Florverde,FINCA-1,3,Deberían implementar empaques biodegradables,3,0,SI,SI,5573.3,Reclamo
FAC-103529,2025-08-30,Pereira,Dosquebradas,Hortensia,Hortensia Exportación,Segunda,4488,2.36,Mercado Local,Cliente_28,PayPal,Retenido en Aduana,137.99,Procon (Balde),14.91,5.9,85,10,0603.11.00,Aprobado,Rainforest Alliance,FINCA-1,1,La rosa llegó marchita y sin cadena de frío,5,0,NO,SI,10729.67,Reclamo
FAC-103530,2025-02-21,Bogotá,Sabana Occidente,Orquídea,Orquídea Exportación,Segunda,2352,1.05,Mercado Local,Cliente_39,Transferencia Bancaria,En Tránsito,326.33,Procon (Balde),72.37,4.9,78,12,0603.11.00,Aprobado,Florverde,FINCA-2,2,La rosa llegó marchita y sin cadena de frío,0,0,SI,NO,2795.93,Reclamo
FAC-103531,2025-12-15,Cali,Yumbo,Orquídea,Orquídea Exportación,Estándar,1320,1.72,Mercado Local,Cliente_12,PayPal,En Tránsito,226.27,Procon (Balde),19.42,8.6,76,17,0603.11.00,Aprobado,Ninguno,FINCA-2,1,Cobro injustificado de tarifa logística en la factura,4,0,SI,NO,2496.67,Reclamo
FAC-103532,2026-01-30,Pereira,Zona Cafetera,Clavel,Clavel Exportación,Estándar,4908,1.06,E-commerce,Cliente_14,Efectivo,En Tránsito,175.99,Ramo Individual,61.59,3.4,76,20,0603.12.00,Rechazado,Florverde,FINCA-2,3,Petición de estado de cuenta del último mes,0,0,SI,SI,5378.47,Reclamo
FAC-103533,2025-03-12,Pereira,Dosquebradas,Rosa,Rosa Exportación,Estándar,2928,0.58,Distribuidor Mayorista,Cliente_16,Tarjeta de Crédito,En Tránsito,176.8,Caja Master,29.8,7.9,98,9,0603.11.00,Aprobado,Florverde,FINCA-2,1,Requiero catálogo de nuevas variedades de hortensias,0,0,SI,NO,1875.04,Reclamo
FAC-103534,2025-01-03,Medellín,Rionegro,Crisantemo,Crisantemo Exportación,Estándar,3948,0.24,Distribuidor Mayorista,Cliente_37,PayPal,Retenido en Aduana,76.2,Procon (Balde),50.87,3.9,76,13,0603.12.00,Aprobado,Rainforest Alliance,FINCA-1,3,Solicito copia del certificado fitosanitario de exportación,0,0,SI,SI,1023.72,Reclamo
FAC-103535,2026-05-09,Cali,Zona Industrial,Clavel,Clavel Exportación,Estándar,1344,1.74,Distribuidor Mayorista,Cliente_22,Tarjeta de Crédito,Cancelado,207.93,Caja Master,46.16,5.5,77,13,0603.12.00,Aprobado,Rainforest Alliance,FINCA-1,4,Mala atención en el counter de despacho,0,0,SI,NO,2546.49,Reclamo
FAC-103536,2025-10-09,Pereira,Dosquebradas,Astromelia,Astromelia Exportación,Segunda,6000,0.43,Exportación Europa,Cliente_16,Transferencia Bancaria,Entregado,172.71,Ramo Individual,75.4,6.3,75,17,0603.11.00,Rechazado,Rainforest Alliance,FINCA-5,4,Faltaron 5 docenas de claveles en la caja master,0,0,SI,SI,2752.71,Reclamo
FAC-103537,2026-05-16,Medellín,La Ceja,Orquídea,Orquídea Exportación,Segunda,4380,2.03,E-commerce,Cliente_47,Carta de Crédito,Pendiente,77.99,Caja Master,42.37,5.2,98,5,0603.11.00,Aprobado,Florverde,FINCA-5,1,Cobro injustificado de tarifa logística en la factura,5,0,NO,NO,8969.39,Reclamo
FAC-103538,2026-04-21,Bogotá,Sabana Centro,Astromelia,Astromelia Exportación,Segunda,1236,1.94,E-commerce,Cliente_1,Transferencia Bancaria,Cancelado,196.34,Ramo Individual,31.95,4.2,80,6,0603.12.00,Rechazado,Ninguno,FINCA-1,5,La rosa llegó marchita y sin cadena de frío,0,0,SI,SI,2594.18,Reclamo
FAC-103539,2025-03-22,Cali,Yumbo,Orquídea,Orquídea Exportación,Estándar,900,1.23,Exportación EE.UU.,Cliente_3,Carta de Crédito,Cancelado,206.85,Procon (Balde),36.97,2.8,85,14,0603.12.00,Aprobado,Ninguno,FINCA-3,5,La rosa llegó marchita y sin cadena de frío,0,0,NO,NO,1313.85,Reclamo
FAC-103540,2025-07-28,Medellín,Guarne,Clavel,Clavel Exportación,Segunda,5256,1.17,E-commerce,Cliente_48,Carta de Crédito,Cancelado,138.68,Procon (Balde),37.31,1.8,81,6,0603.11.00,Rechazado,Ninguno,FINCA-1,1,El asesor comercial fue grosero al teléfono,0,0,SI,SI,6288.2,Reclamo
FAC-103541,2025-12-01,Medellín,La Ceja,Orquídea,Orquídea Exportación,Segunda,660,0.68,Exportación EE.UU.,Cliente_43,Tarjeta de Crédito,Pendiente,161.26,Ramo Individual,9.33,5.0,80,14,0603.11.00,Aprobado,Ninguno,FINCA-4,5,La rosa llegó marchita y sin cadena de frío,0,12,SI,NO,610.06,Reclamo
FAC-103542,2026-04-24,Medellín,La Ceja,Crisantemo,Crisantemo Exportación,Estándar,3672,0.56,Mercado Local,Cliente_41,PayPal,En Tránsito,272.5,Caja Master,65.88,3.5,86,16,0603.11.00,Rechazado,Florverde,FINCA-5,3,Mala atención en el counter de despacho,0,0,NO,SI,2328.82,Petición
FAC-103543,2026-03-27,Bogotá,Sabana Centro,Astromelia,Astromelia Exportación,Premium,576,1.01,Exportación EE.UU.,Cliente_9,Efectivo,Entregado,129.65,Procon (Balde),20.17,3.2,92,21,0603.11.00,Rechazado,Ninguno,FINCA-5,3,Sugiero habilitar pagos con criptomonedas para exportación,0,0,NO,SI,711.41,Petición
FAC-103544,2026-03-26,Cali,Yumbo,Hortensia,Hortensia Exportación,Estándar,4788,2.03,E-commerce,Cliente_42,Transferencia Bancaria,Retenido en Aduana,130.91,Procon (Balde),38.26,7.0,78,18,0603.11.00,Aprobado,Florverde,FINCA-4,3,Requiero catálogo de nuevas variedades de hortensias,0,0,SI,SI,9850.55,Reclamo
FAC-103545,2025-09-01,Pereira,Dosquebradas,Astromelia,Astromelia Exportación,Premium,1704,1.48,Exportación EE.UU.,Cliente_23,Tarjeta de Crédito,Cancelado,41.79,Caja Master,55.58,5.4,82,14,0603.11.00,Aprobado,Florverde,FINCA-5,3,Solicito copia del certificado fitosanitario de exportación,0,0,SI,NO,2563.71,Reclamo
FAC-103546,2025-09-02,Pereira,Dosquebradas,Astromelia,Astromelia Exportación,Estándar,1608,1.18,Distribuidor Mayorista,Cliente_48,PayPal,Pendiente,162.19,Ramo Individual,78.03,6.2,94,19,0603.12.00,Rechazado,Florverde,FINCA-1,2,Demora de más de 3 horas en la línea de atención,0,0,SI,SI,2059.63,Reclamo
FAC-103547,2025-11-30,Bogotá,Zona Sur,Clavel,Clavel Exportación,Estándar,3948,0.52,Mercado Local,Cliente_23,Carta de Crédito,En Tránsito,139.12,Procon (Balde),65.19,6.0,88,5,0603.12.00,Aprobado,Rainforest Alliance,FINCA-5,1,Petición de estado de cuenta del último mes,2,0,NO,NO,2192.08,Sugerencia
FAC-103548,2025-04-13,Cali,Yumbo,Orquídea,Orquídea Exportación,Segunda,4440,0.78,Exportación EE.UU.,Cliente_13,Efectivo,Retenido en Aduana,213.94,Ramo Individual,23.26,7.5,81,7,0603.11.00,Aprobado,Rainforest Alliance,FINCA-3,4,Requiero catálogo de nuevas variedades de hortensias,1,0,SI,SI,3677.14,Reclamo
FAC-103549,2026-01-23,Cali,Yumbo,Hortensia,Hortensia Exportación,Estándar,192,1.0,E-commerce,Cliente_39,Transferencia Bancaria,Entregado,95.7,Procon (Balde),11.64,3.9,96,20,0603.12.00,Aprobado,Florverde,FINCA-3,5,Demora de más de 3 horas en la línea de atención,4,24,NO,NO,287.7,Reclamo
FAC-103550,2026-05-09,Pereira,Dosquebradas,Astromelia,Astromelia Exportación,Estándar,2928,2.46,Exportación Europa,Cliente_22,Efectivo,Entregado,108.64,Procon (Balde),17.23,4.4,82,6,0603.12.00,Rechazado,Ninguno,FINCA-3,5,Demora de más de 3 horas en la línea de atención,0,0,SI,SI,7311.52,Reclamo
FAC-103551,2025-05-28,Bogotá,Zona Norte,Girasol,Girasol Exportación,Estándar,240,0.39,E-commerce,Cliente_43,Carta de Crédito,Retenido en Aduana,346.31,Procon (Balde),71.15,8.7,78,12,0603.11.00,Aprobado,Rainforest Alliance,FINCA-4,1,Pongan un centro de acopio más cercano a Rionegro,2,48,SI,SI,439.91,Reclamo
FAC-103552,2025-06-14,Cali,Zona Industrial,Rosa,Rosa Exportación,Estándar,2340,2.13,Exportación Europa,Cliente_12,Efectivo,Entregado,216.25,Procon (Balde),9.29,2.4,90,19,0603.12.00,Aprobado,Ninguno,FINCA-4,4,Solicito copia del certificado fitosanitario de exportación,5,0,NO,NO,5200.45,Queja
FAC-103553,2025-05-27,Bogotá,Sabana Centro,Clavel,Clavel Exportación,Segunda,4368,1.67,Exportación Europa,Cliente_41,Carta de Crédito,Retenido en Aduana,216.15,Caja Master,70.97,3.0,90,13,0603.11.00,Rechazado,Ninguno,FINCA-2,3,Requiero catálogo de nuevas variedades de hortensias,2,0,NO,SI,7510.71,Petición
FAC-103554,2025-11-27,Pereira,Zona Cafetera,Orquídea,Orquídea Exportación,Segunda,1860,1.0,E-commerce,Cliente_24,Carta de Crédito,Pendiente,133.98,Caja Master,5.78,6.1,88,5,0603.12.00,Aprobado,Rainforest Alliance,FINCA-5,3,Cobro injustificado de tarifa logística en la factura,3,0,SI,NO,1993.98,Reclamo
FAC-103555,2025-01-31,Medellín,La Ceja,Orquídea,Orquídea Exportación,Segunda,3048,1.75,E-commerce,Cliente_26,Tarjeta de Crédito,Retenido en Aduana,72.24,Ramo Individual,47.15,7.1,82,8,0603.12.00,Rechazado,Florverde,FINCA-5,3,Cobro injustificado de tarifa logística en la factura,0,0,SI,SI,5406.24,Reclamo
FAC-103556,2026-04-10,Bogotá,Sabana Centro,Hortensia,Hortensia Exportación,Estándar,4236,1.6,Exportación Europa,Cliente_45,Carta de Crédito,Retenido en Aduana,198.72,Procon (Balde),78.97,2.0,82,15,0603.12.00,Aprobado,Ninguno,FINCA-4,2,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,SI,6976.32,Reclamo
FAC-103557,2026-01-29,Bogotá,Zona Sur,Hortensia,Hortensia Exportación,Premium,1608,0.52,Mercado Local,Cliente_14,Efectivo,En Tránsito,308.42,Procon (Balde),39.58,7.0,77,6,0603.12.00,Rechazado,Ninguno,FINCA-4,2,Mala atención en el counter de despacho,0,0,SI,SI,1144.58,Reclamo
FAC-103558,2025-02-15,Medellín,Guarne,Hortensia,Hortensia Exportación,Estándar,2700,2.21,Exportación Europa,Cliente_30,Tarjeta de Crédito,Entregado,98.22,Caja Master,58.11,1.9,76,18,0603.12.00,Rechazado,Rainforest Alliance,FINCA-2,3,El asesor comercial fue grosero al teléfono,0,0,SI,SI,6065.22,Reclamo
FAC-103559,2025-11-30,Bogotá,Zona Sur,Orquídea,Orquídea Exportación,Premium,420,1.25,Exportación Europa,Cliente_32,Carta de Crédito,Retenido en Aduana,307.82,Ramo Individual,19.99,6.7,95,9,0603.12.00,Aprobado,Rainforest Alliance,FINCA-1,1,Requiero catálogo de nuevas variedades de hortensias,6,0,SI,SI,832.82,Reclamo
FAC-103560,2025-10-21,Cali,Yumbo,Orquídea,Orquídea Exportación,Estándar,4800,0.43,E-commerce,Cliente_43,Efectivo,En Tránsito,348.72,Ramo Individual,25.68,2.1,89,7,0603.11.00,Aprobado,Rainforest Alliance,FINCA-5,5,Demora de más de 3 horas en la línea de atención,0,0,NO,NO,2412.72,Queja
FAC-103561,2025-04-29,Medellín,Rionegro,Crisantemo,Crisantemo Exportación,Premium,816,1.75,Mercado Local,Cliente_48,Transferencia Bancaria,Retenido en Aduana,349.55,Caja Master,44.07,6.7,98,17,0603.11.00,Aprobado,Rainforest Alliance,FINCA-4,5,Demora de más de 3 horas en la línea de atención,0,0,SI,SI,1777.55,Reclamo
FAC-103562,2025-10-01,Pereira,Dosquebradas,Girasol,Girasol Exportación,Premium,2172,0.87,E-commerce,Cliente_14,Transferencia Bancaria,En Tránsito,102.05,Ramo Individual,74.91,4.0,78,8,0603.12.00,Aprobado,Florverde,FINCA-4,4,Deberían implementar empaques biodegradables,3,0,SI,NO,1991.69,Reclamo
FAC-103563,2026-01-14,Medellín,La Ceja,Clavel,Clavel Exportación,Premium,3144,1.6,Exportación Europa,Cliente_7,Carta de Crédito,En Tránsito,127.94,Ramo Individual,71.93,4.5,96,7,0603.12.00,Aprobado,Rainforest Alliance,FINCA-5,1,Cobro injustificado de tarifa logística en la factura,0,0,NO,NO,5158.34,Reclamo
FAC-103564,2026-01-06,Medellín,Rionegro,Clavel,Clavel Exportación,Estándar,4956,2.11,Exportación EE.UU.,Cliente_12,PayPal,Cancelado,188.77,Procon (Balde),39.82,7.5,84,19,0603.12.00,Rechazado,Florverde,FINCA-2,3,La rosa llegó marchita y sin cadena de frío,0,0,SI,SI,10645.93,Reclamo
FAC-103565,2026-03-12,Bogotá,Zona Sur,Hortensia,Hortensia Exportación,Estándar,4044,1.25,E-commerce,Cliente_23,PayPal,Retenido en Aduana,325.78,Caja Master,40.53,3.6,87,16,0603.12.00,Rechazado,Ninguno,FINCA-2,4,Faltaron 5 docenas de claveles en la caja master,0,0,NO,SI,5380.78,Petición
FAC-103566,2026-04-25,Medellín,Guarne,Astromelia,Astromelia Exportación,Estándar,3720,1.32,Distribuidor Mayorista,Cliente_11,Efectivo,Cancelado,272.8,Ramo Individual,62.03,5.8,91,7,0603.11.00,Rechazado,Florverde,FINCA-4,5,Sugiero habilitar pagos con criptomonedas para exportación,5,0,NO,SI,5183.2,Queja
FAC-103567,2025-01-20,Bogotá,Sabana Occidente,Clavel,Clavel Exportación,Premium,816,1.62,Distribuidor Mayorista,Cliente_20,Transferencia Bancaria,Pendiente,141.62,Ramo Individual,75.83,8.2,81,17,0603.11.00,Rechazado,Rainforest Alliance,FINCA-5,3,Petición de estado de cuenta del último mes,0,0,SI,SI,1463.54,Reclamo
FAC-103568,2026-04-13,Cali,Yumbo,Girasol,Girasol Exportación,Segunda,624,0.58,Exportación EE.UU.,Cliente_24,Tarjeta de Crédito,Cancelado,199.48,Ramo Individual,21.97,6.7,98,12,0603.11.00,Rechazado,Ninguno,FINCA-5,1,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,SI,561.4,Reclamo
FAC-103569,2026-04-17,Bogotá,Zona Norte,Clavel,Clavel Exportación,Segunda,5688,2.12,Mercado Local,Cliente_34,Efectivo,Pendiente,288.2,Caja Master,26.76,6.8,91,12,0603.12.00,Aprobado,Rainforest Alliance,FINCA-1,3,Petición de estado de cuenta del último mes,7,0,SI,NO,12346.76,Reclamo
FAC-103570,2025-03-31,Bogotá,Zona Norte,Girasol,Girasol Exportación,Premium,5916,1.12,E-commerce,Cliente_47,Transferencia Bancaria,En Tránsito,240.65,Ramo Individual,19.17,6.4,97,5,0603.12.00,Rechazado,Florverde,FINCA-4,4,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,SI,6866.57,Reclamo
FAC-103571,2025-08-02,Pereira,Dosquebradas,Crisantemo,Crisantemo Exportación,Segunda,2136,2.07,Exportación EE.UU.,Cliente_32,Efectivo,Retenido en Aduana,205.38,Procon (Balde),29.34,6.5,92,20,0603.12.00,Aprobado,Rainforest Alliance,FINCA-4,2,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,SI,4626.9,Reclamo
FAC-103572,2026-03-28,Medellín,La Ceja,Astromelia,Astromelia Exportación,Estándar,348,1.53,E-commerce,Cliente_3,Carta de Crédito,En Tránsito,160.32,Procon (Balde),21.64,2.2,77,11,0603.11.00,Aprobado,Rainforest Alliance,FINCA-4,1,Solicito copia del certificado fitosanitario de exportación,0,0,SI,NO,692.76,Reclamo
FAC-103573,2026-03-05,Medellín,Rionegro,Rosa,Rosa Exportación,Segunda,4692,1.34,Distribuidor Mayorista,Cliente_8,PayPal,Pendiente,55.93,Ramo Individual,49.39,5.9,93,14,0603.11.00,Rechazado,Rainforest Alliance,FINCA-2,5,Mala atención en el counter de despacho,0,48,NO,SI,6343.21,Reclamo
FAC-103574,2025-04-01,Pereira,Zona Cafetera,Rosa,Rosa Exportación,Estándar,4428,1.1,Distribuidor Mayorista,Cliente_15,PayPal,Entregado,54.23,Ramo Individual,46.37,4.3,75,9,0603.12.00,Aprobado,Rainforest Alliance,FINCA-5,2,La rosa llegó marchita y sin cadena de frío,7,0,SI,NO,4925.03,Reclamo
FAC-103575,2026-04-24,Cali,Palmira,Girasol,Girasol Exportación,Segunda,708,1.45,Exportación Europa,Cliente_7,Tarjeta de Crédito,Retenido en Aduana,113.93,Caja Master,28.79,7.7,79,9,0603.11.00,Aprobado,Florverde,FINCA-4,1,El asesor comercial fue grosero al teléfono,6,0,SI,SI,1140.53,Reclamo
FAC-103576,2026-04-16,Bogotá,Sabana Centro,Astromelia,Astromelia Exportación,Premium,384,1.41,E-commerce,Cliente_48,Efectivo,Entregado,140.02,Procon (Balde),34.87,5.9,86,16,0603.11.00,Aprobado,Ninguno,FINCA-1,3,Faltaron 5 docenas de claveles en la caja master,0,0,NO,NO,681.46,Sugerencia
FAC-103577,2025-01-19,Cali,Palmira,Astromelia,Astromelia Exportación,Estándar,540,1.66,Distribuidor Mayorista,Cliente_8,Tarjeta de Crédito,Entregado,47.19,Procon (Balde),42.62,3.5,84,12,0603.11.00,Rechazado,Ninguno,FINCA-1,1,Requiero catálogo de nuevas variedades de hortensias,0,12,SI,SI,943.59,Reclamo
FAC-103578,2026-03-05,Bogotá,Sabana Occidente,Astromelia,Astromelia Exportación,Premium,2556,1.44,Distribuidor Mayorista,Cliente_5,Tarjeta de Crédito,En Tránsito,303.23,Ramo Individual,19.46,8.6,84,18,0603.11.00,Aprobado,Rainforest Alliance,FINCA-2,3,Solicito copia del certificado fitosanitario de exportación,5,0,SI,NO,3983.87,Reclamo
FAC-103579,2025-07-23,Pereira,Zona Cafetera,Astromelia,Astromelia Exportación,Estándar,4464,1.92,E-commerce,Cliente_29,PayPal,Pendiente,160.64,Caja Master,67.87,6.8,98,13,0603.11.00,Aprobado,Ninguno,FINCA-2,5,Demora de más de 3 horas en la línea de atención,0,0,SI,NO,8731.52,Reclamo
FAC-103580,2026-02-08,Pereira,Zona Cafetera,Crisantemo,Crisantemo Exportación,Segunda,5208,0.23,E-commerce,Cliente_23,Efectivo,Pendiente,173.87,Procon (Balde),6.09,6.3,92,9,0603.11.00,Rechazado,Rainforest Alliance,FINCA-5,2,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,SI,1371.71,Reclamo
FAC-103581,2025-09-11,Cali,Zona Industrial,Hortensia,Hortensia Exportación,Premium,5700,1.93,Mercado Local,Cliente_8,Transferencia Bancaria,Pendiente,128.29,Procon (Balde),8.29,8.4,81,5,0603.12.00,Aprobado,Rainforest Alliance,FINCA-2,3,Pongan un centro de acopio más cercano a Rionegro,0,0,SI,NO,11129.29,Reclamo
FAC-103582,2025-04-06,Medellín,La Ceja,Hortensia,Hortensia Exportación,Estándar,1044,0.96,Exportación Europa,Cliente_32,Transferencia Bancaria,Pendiente,155.74,Caja Master,16.74,4.6,76,19,0603.12.00,Aprobado,Rainforest Alliance,FINCA-1,3,Requiero catálogo de nuevas variedades de hortensias,6,48,SI,NO,1157.98,Reclamo
FAC-103583,2026-04-25,Medellín,La Ceja,Rosa,Rosa Exportación,Estándar,2688,1.57,Exportación Europa,Cliente_16,PayPal,Entregado,240.5,Procon (Balde),34.88,7.3,87,11,0603.11.00,Rechazado,Rainforest Alliance,FINCA-5,1,Demora de más de 3 horas en la línea de atención,0,0,SI,SI,4460.66,Reclamo
FAC-103584,2026-01-19,Medellín,Valle de Aburrá,Hortensia,Hortensia Exportación,Segunda,168,0.62,Distribuidor Mayorista,Cliente_43,Efectivo,Entregado,311.01,Procon (Balde),43.15,6.6,80,18,0603.12.00,Aprobado,Florverde,FINCA-2,4,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,NO,415.17,Reclamo
FAC-103585,2026-05-08,Pereira,Dosquebradas,Rosa,Rosa Exportación,Estándar,300,0.96,Distribuidor Mayorista,Cliente_14,Tarjeta de Crédito,En Tránsito,53.4,Caja Master,35.76,2.3,97,12,0603.12.00,Aprobado,Ninguno,FINCA-4,3,Pongan un centro de acopio más cercano a Rionegro,0,0,NO,NO,341.4,Sugerencia
FAC-103586,2026-03-23,Bogotá,Sabana Occidente,Girasol,Girasol Exportación,Estándar,3216,1.04,Distribuidor Mayorista,Cliente_24,Efectivo,Pendiente,311.94,Procon (Balde),41.51,7.7,77,21,0603.11.00,Rechazado,Florverde,FINCA-5,1,Deberían implementar empaques biodegradables,0,0,SI,SI,3656.58,Reclamo
FAC-103587,2026-04-20,Cali,Yumbo,Crisantemo,Crisantemo Exportación,Estándar,312,2.43,E-commerce,Cliente_36,Transferencia Bancaria,Cancelado,169.19,Caja Master,32.56,4.5,89,15,0603.12.00,Rechazado,Ninguno,FINCA-3,2,Pongan un centro de acopio más cercano a Rionegro,0,0,NO,SI,927.35,Petición
FAC-103588,2025-05-29,Medellín,La Ceja,Orquídea,Orquídea Exportación,Estándar,936,2.18,Exportación Europa,Cliente_13,Tarjeta de Crédito,Retenido en Aduana,140.27,Caja Master,25.2,8.0,82,18,0603.12.00,Aprobado,Florverde,FINCA-3,3,La rosa llegó marchita y sin cadena de frío,0,0,SI,SI,2180.75,Reclamo
FAC-103589,2026-03-25,Medellín,Rionegro,Hortensia,Hortensia Exportación,Premium,2580,2.07,E-commerce,Cliente_27,Efectivo,Pendiente,261.79,Procon (Balde),34.94,3.4,96,18,0603.11.00,Rechazado,Rainforest Alliance,FINCA-3,5,Mala atención en el counter de despacho,7,0,NO,SI,5602.39,Queja
FAC-103590,2025-01-20,Cali,Yumbo,Astromelia,Astromelia Exportación,Premium,2256,2.1,Distribuidor Mayorista,Cliente_10,PayPal,Pendiente,119.07,Caja Master,5.84,4.0,94,20,0603.11.00,Aprobado,Florverde,FINCA-1,2,Mala atención en el counter de despacho,0,0,NO,NO,4856.67,Sugerencia
FAC-103591,2025-01-05,Medellín,Guarne,Hortensia,Hortensia Exportación,Premium,3552,0.84,Exportación EE.UU.,Cliente_19,PayPal,En Tránsito,289.21,Caja Master,76.44,6.6,98,21,0603.11.00,Aprobado,Florverde,FINCA-3,5,Petición de estado de cuenta del último mes,0,0,SI,NO,3272.89,Reclamo
FAC-103592,2025-06-02,Medellín,Valle de Aburrá,Crisantemo,Crisantemo Exportación,Premium,3624,0.65,Distribuidor Mayorista,Cliente_37,Tarjeta de Crédito,En Tránsito,35.06,Caja Master,47.52,2.5,80,13,0603.12.00,Rechazado,Florverde,FINCA-4,3,Demora de más de 3 horas en la línea de atención,0,0,SI,SI,2390.66,Reclamo
FAC-103593,2025-10-18,Medellín,Rionegro,Orquídea,Orquídea Exportación,Estándar,4524,1.79,Mercado Local,Cliente_41,PayPal,En Tránsito,170.78,Caja Master,7.09,2.8,97,21,0603.12.00,Aprobado,Rainforest Alliance,FINCA-5,2,Mala atención en el counter de despacho,0,0,NO,NO,8268.74,Sugerencia
